id,reportId,language,languageStyle,text,originalSyntheticText,sourceType,category,incidentCategory,severity,route,responsibleUnit,technicalIndicators,personalInformationLabels,incidentClusterId,expectedRedactedText,annotatorNotes,split
SYN-331,SYN-331,English,English,A public folder exposed student records from payroll Reported by user30@example.test on 08030000030.,A public folder exposed student records from payroll Reported by user30@example.test on 08030000030.,Screenshot,Data exposure,Data exposure,High,Privacy and Data Protection Team,Privacy and Data Protection Team,,Email; Nigerian telephone number,CL-07-06,A public folder exposed student records from payroll Reported by [EMAIL REDACTED] on [PHONE REDACTED].,Deterministic synthetic example; human validation required.,train
SYN-067,SYN-067,Nigerian Pidgin,Nigerian Pidgin,Dem change my password without me and now I no fit enter the account,Dem change my password without me and now I no fit enter the account,Screenshot,Account takeover,Account takeover,High,Internal ICT/Security Team,Internal ICT/Security Team,,None,CL-02-03,Dem change my password without me and now I no fit enter the account,Deterministic synthetic example; human validation required.,train
SYN-011,SYN-011,English,English,A scholarship message sent staff to https://verify-10.example.test/login and requested login details,A scholarship message sent staff to https://verify-10.example.test/login and requested login details,Image,Phishing,Phishing,High,Internal ICT/Security Team,Internal ICT/Security Team,https://verify-10.example.test/login,None,CL-01-02,A scholarship message sent staff to https://verify-10.example.test/login and requested login details,Deterministic synthetic example; human validation required.,train
SYN-450,SYN-450,English,English,The finance transfer was redirected after a supplier email change,The finance transfer was redirected after a supplier email change,Web form,Payment fraud,Payment fraud,High,Finance Fraud Response Team,Finance Fraud Response Team,,None,CL-09-09,The finance transfer was redirected after a supplier email change,Deterministic synthetic example; human validation required.,test
SYN-506,SYN-506,English,English,An employee used privileged access outside approved duties on payroll,An employee used privileged access outside approved duties on payroll,TXT,Insider threat,Insider threat,High,Senior Security and HR Review,Senior Security and HR Review,,None,CL-11-01,An employee used privileged access outside approved duties on payroll,Deterministic synthetic example; human validation required.,train
SYN-365,SYN-365,English,English,An unknown administrator accessed library from 192.0.2.15,An unknown administrator accessed library from 192.0.2.15,Web form,Unauthorised access,Unauthorised access,High,Internal ICT/Security Team,Internal ICT/Security Team,192.0.2.15,None,CL-08-02,An unknown administrator accessed library from 192.0.2.15,Deterministic synthetic example; human validation required.,train
SYN-248,SYN-248,English,English,The department cannot locate a portable drive used for student records,The department cannot locate a portable drive used for student records,TXT,Lost or stolen device,Lost or stolen device,Medium,Management,Management,,None,CL-05-09,The department cannot locate a portable drive used for student records,Deterministic synthetic example; human validation required.,test
SYN-097,SYN-097,English,English,My password changed without my permission and I cannot access the account,My password changed without my permission and I cannot access the account,PDF,Account takeover,Account takeover,High,Internal ICT/Security Team,Internal ICT/Security Team,,None,CL-02-09,My password changed without my permission and I cannot access the account,Deterministic synthetic example; human validation required.,test
SYN-329,SYN-329,Nigerian Pidgin,Nigerian Pidgin,Student record for bursary show for public folder,Student record for bursary show for public folder,Web form,Data exposure,Data exposure,High,Privacy and Data Protection Team,Privacy and Data Protection Team,,None,CL-07-05,Student record for bursary show for public folder,Deterministic synthetic example; human validation required.,train
SYN-387,SYN-387,Nigerian Pidgin,Nigerian Pidgin,Person wey we no know enter student portal as admin from 192.0.2.37 Reported by user36@example.test on 08030000036.,Person wey we no know enter student portal as admin from 192.0.2.37 Reported by user36@example.test on 08030000036.,Email,Unauthorised access,Unauthorised access,High,Internal ICT/Security Team,Internal ICT/Security Team,192.0.2.37,Email; Nigerian telephone number,CL-08-07,Person wey we no know enter student portal as admin from 192.0.2.37 Reported by [EMAIL REDACTED] on [PHONE REDACTED].,Deterministic synthetic example; human validation required.,train
SYN-512,SYN-512,English,English,An employee used privileged access outside approved duties on student portal,An employee used privileged access outside approved duties on student portal,PDF,Insider threat,Insider threat,High,Senior Security and HR Review,Senior Security and HR Review,,None,CL-11-02,An employee used privileged access outside approved duties on student portal,Deterministic synthetic example; human validation required.,train
SYN-232,SYN-232,English,English,My official phone was stolen and it still has access to email,My official phone was stolen and it still has access to email,Image,Lost or stolen device,Lost or stolen device,Medium,Management,Management,,None,CL-05-06,My official phone was stolen and it still has access to email,Deterministic synthetic example; human validation required.,train
SYN-025,SYN-025,Nigerian Pidgin,Nigerian Pidgin,Dem send me link https://verify-24.example.test/login say make I verify my library password Reported by user24@example.test on 08030000024.,Dem send me link https://verify-24.example.test/login say make I verify my library password Reported by user24@example.test on 08030000024.,Image,Phishing,Phishing,High,Internal ICT/Security Team,Internal ICT/Security Team,https://verify-24.example.test/login,Email; Nigerian telephone number,CL-01-04,Dem send me link https://verify-24.example.test/login say make I verify my library password Reported by [EMAIL REDACTED] on [PHONE REDACTED].,Deterministic synthetic example; human validation required.,train
SYN-430,SYN-430,English,English,The finance transfer was redirected after a supplier email change,The finance transfer was redirected after a supplier email change,Email,Payment fraud,Payment fraud,High,Finance Fraud Response Team,Finance Fraud Response Team,,None,CL-09-05,The finance transfer was redirected after a supplier email change,Deterministic synthetic example; human validation required.,train
SYN-477,SYN-477,English,English,Heavy traffic from 192.0.2.27 made student portal unavailable,Heavy traffic from 192.0.2.27 made student portal unavailable,TXT,Denial of service,Denial of service,Critical,Network Operations and Security Team,Network Operations and Security Team,192.0.2.27,None,CL-10-05,Heavy traffic from 192.0.2.27 made student portal unavailable,Deterministic synthetic example; human validation required.,train
SYN-279,SYN-279,Nigerian Pidgin,Nigerian Pidgin,Printer no connect and help desk page no gree open,Printer no connect and help desk page no gree open,Web form,Harmless technical failure,Harmless technical failure,Informational,Internal ICT/Help Desk,Internal ICT/Help Desk,,None,CL-06-05,Printer no connect and help desk page no gree open,Deterministic synthetic example; human validation required.,train
SYN-499,SYN-499,Nigerian Pidgin,Nigerian Pidgin,Plenty traffic from 192.0.2.49 make bursary no dey open Reported by user48@example.test on 08030000048.,Plenty traffic from 192.0.2.49 make bursary no dey open Reported by user48@example.test on 08030000048.,Offline submission,Denial of service,Denial of service,Critical,Network Operations and Security Team,Network Operations and Security Team,192.0.2.49,Email; Nigerian telephone number,CL-10-09,Plenty traffic from 192.0.2.49 make bursary no dey open Reported by [EMAIL REDACTED] on [PHONE REDACTED].,Deterministic synthetic example; human validation required.,test
SYN-024,SYN-024,English,English,The sender claims to be ICT and says my account will close unless I sign in,The sender claims to be ICT and says my account will close unless I sign in,Screenshot,Phishing,Phishing,High,Internal ICT/Security Team,Internal ICT/Security Team,,None,CL-01-04,The sender claims to be ICT and says my account will close unless I sign in,Deterministic synthetic example; human validation required.,train
